lat,long,pop,capacity,price,city_Athens,city_Irakleion,city_Larisa,city_Patra,city_Thessaloniki,shop_shop_1,shop_shop_2,shop_shop_3,shop_shop_4,shop_shop_5,shop_shop_6,brand_adult-cola,brand_gazoza,brand_kinder-cola,brand_lemon-boost,brand_orange-power,container_can,container_glass,container_plastic,date_year,date_month,date_day,quantity
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-0.00302127902617243,-0.28112986637172854,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,2.0,-0.5,-0.5,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,13280.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,1.2205967265736783,2.0515773143593123,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,2.0,-0.5,-0.5,-0.7053888122683172,-0.70563415178971,1.4156879817786243,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,6727.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-1.2266392846260232,-0.3916265223010936,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,2.0,-0.5,-0.5,1.4176578684092005,-0.70563415178971,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,9848.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-0.00302127902617243,-0.2320202415142329,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.0,-0.5,-0.5,-0.5,-0.5,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,20050.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-1.2266392846260232,-0.9809420205910409,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.0,-0.5,-0.5,-0.5,-0.5,1.4176578684092005,-0.70563415178971,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,25696.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-0.00302127902617243,-0.2320202415142329,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,-0.5,-0.5,2.0,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,15041.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-1.2266392846260232,-0.9318323957335453,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,-0.5,-0.5,2.0,1.4176578684092005,-0.70563415178971,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,34578.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-0.00302127902617243,-0.8581679584473019,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,2.0,-0.5,-0.5,-0.5,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,44734.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-0.00302127902617243,-0.60034242794545,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,-0.5,2.0,-0.5,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,18623.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,1.2205967265736783,1.253545910425009,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,-0.5,2.0,-0.5,-0.7053888122683172,-0.70563415178971,1.4156879817786243,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,9645.0
-0.19583727474433105,0.4117909712376972,1.3615714645847665,-1.2266392846260232,-0.8213357398041801,1.4142135623730951,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.2360679774997902,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,-0.5,2.0,-0.5,1.4176578684092005,-0.70563415178971,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,19818.0
-1.8095665032243775,1.729588780354545,-0.9489353063044786,-0.00302127902617243,0.394127475418836,-0.7071067811865475,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.447213595499958,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,2.0,-0.5,-0.5,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,8943.0
-1.8095665032243775,1.729588780354545,-0.9489353063044786,1.2205967265736783,0.5291789437769491,-0.7071067811865475,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.447213595499958,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,2.0,-0.5,-0.5,-0.7053888122683172,-0.70563415178971,1.4156879817786243,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,15073.0
-1.8095665032243775,1.729588780354545,-0.9489353063044786,-1.2266392846260232,-0.342516897443598,-0.7071067811865475,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.447213595499958,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,2.0,-0.5,-0.5,1.4176578684092005,-0.70563415178971,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,11174.0
-1.8095665032243775,1.729588780354545,-0.9489353063044786,-0.00302127902617243,-0.2320202415142329,-0.7071067811865475,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.447213595499958,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,2.0,-0.5,-0.5,-0.5,-0.5,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,21063.0
-1.8095665032243775,1.729588780354545,-0.9489353063044786,-0.00302127902617243,-0.3793491160867197,-0.7071067811865475,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.447213595499958,2.23606797749979,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.4472135954999579,-0.5,-0.5,-0.5,-0.5,2.0,-0.7053888122683172,1.4171649678005036,-0.7063703392774677,-1.4638501094227998,-1.5932550136313832,0.6967330142916196,21720.0
